old_url,title,target_organisation
http://www.official-documents.gov.uk/document/cm83/8384/8384.asp,Science and heritage: response to the House of Lords Select Committee on Science and Technology,department-for-culture-media-sport
http://www.official-documents.gov.uk/document/cm83/8385/8385.asp,Post Legislative Assessment of the Vehicle Registration Marks Act 2007,driver-and-vehicle-licensing-agency
http://www.official-documents.gov.uk/document/cm83/8387/8387.asp,Progress on implementing recommendations from 28 Committee of Public Accounts reports (Session 2010-12) and 5 National Audit Office reports,hm-treasury
http://www.official-documents.gov.uk/document/cm83/8388/8388.asp,Swift and sure justice: : the Government's plans for reform of the criminal justice system ,ministry-of-justice
http://www.official-documents.gov.uk/document/cm83/8389/8389.asp,Government response to the House of Commons Communities and Local Government Select Committee second report of session 2012-13: European Regional Development Fund,department-for-communities-and-local-government
http://www.official-documents.gov.uk/document/cm83/8390/8390.asp,Reform of the Office of Children's Commissioner: draft legislation,department-for-education
http://www.official-documents.gov.uk/document/cm83/8391/8391.asp,Government response to the Joint Committee on the Draft House of Lords Reform Bill,cabinet-office
http://www.official-documents.gov.uk/document/cm83/8392/8392.asp,"Agreement between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the Republic of Korea concerning the readmission of persons: London, 20 December 2011",foreign-commonwealth-office
http://www.official-documents.gov.uk/document/cm83/8393/8393.asp,Draft Local Audit Bill,department-for-communities-and-local-government
http://www.official-documents.gov.uk/document/cm83/8394/8394.asp,"Memorandum to the Environment, Food and Rural Affairs Select Committee : post-legislative assessment of the Clean Neighbourhoods and Environment Act 2005",department-for-environment-food-rural-affairs
http://www.official-documents.gov.uk/document/cm83/8395/8395.asp,"Singapore Treaty on the law of trademarks, regulations under the Singapore Treaty on the law of trademarks and a resolution by the Diplomatic Conference supplementary to the Singapore Treaty on the law of trademarks and the regulations thereunder: Singapore, 28 March 2006",foreign-commonwealth-office
http://www.official-documents.gov.uk/document/cm83/8396/8396.asp,"Agreement between the government of the United States of America and the four governments of the French Republic, the United Kingdom of Great Britain and Northern Ireland, the Kingdom of the Netherlands, and the Federal Republic of Germany regarding the establishment, construction and operation of uranium enrichment installations using gas centrifuge technology in the United States of America: Paris, 24 February 2011",foreign-commonwealth-office
http://www.official-documents.gov.uk/document/cm83/8397/8397.asp,Getting it right for victims and witnesses: the Government response,ministry-of-justice
http://www.official-documents.gov.uk/document/cm83/8398/8398.asp,"Treaty on mutual legal assistance in criminal matters between the United Kingdom of Great Britain and Northern Ireland and the government of the Republic of the Philippines: London, 18 September 2009",foreign-commonwealth-office
http://www.official-documents.gov.uk/document/cm83/8399/8399.asp,Public consultation: supporting separated families securing children's futures,department-for-work-pensions
http://www.official-documents.gov.uk/document/cm84/8400/8400.asp,Memorandum to Northern Ireland Affairs Committee: post legislative scrutiny Northern Ireland (St Andrews Agreement) Act 2007 [and the] Justice and Security (Northern Ireland) Act 2007,northern-ireland-office
http://www.official-documents.gov.uk/document/cm84/8401/8401.asp,Government response to the Communities and Local Government Select Committee report on financing new housing supply,department-for-communities-and-local-government
http://www.official-documents.gov.uk/document/cm84/8402/8402.asp,Government response to the consultation: improving transfers and dealing with small pension pots,department-for-work-pensions
http://www.official-documents.gov.uk/document/cm84/8404/8404.asp,The Government response to the House of Lords Select Committee on the Constitution 3rd report of session 2012-13: the Justice and Security Bill,ministry-of-justice
http://www.official-documents.gov.uk/document/cm84/8405/8405.asp,European Union finances 2012: statement on the 2012 EU budget and measures to counter fraud and financial mismanagement,hm-treasury
http://www.official-documents.gov.uk/document/cm84/8406/8406.asp,Post-Legislative Assessment of the Concessionary Bus Travel Act 2007: memorandum to the Transport Select Committee,department-for-transport
http://www.official-documents.gov.uk/document/cm84/8408/8408.asp,Post-legislative assessment of the Mental Health Act 2007: Memorandum to the Health Committee of the House of Commons,department-of-health
http://www.official-documents.gov.uk/document/cm84/8409/8409.asp,"International convention against doping in sport: Paris, 19 October 2005",foreign-commonwealth-office
http://www.official-documents.gov.uk/document/cm84/8410/8410.asp,"Exchange of notes between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the United States of America on cooperation in science and technology for critical infrastructure protection and other Homeland/Civil security matters: London, 8 December 2004",foreign-commonwealth-office
http://www.official-documents.gov.uk/document/cm84/8411/8411.asp,Memorandum: post legislative scrutiny Rating (Empty Properties) Act 2007,department-for-communities-and-local-government
http://www.official-documents.gov.uk/document/cm84/8413/8413.asp,"European Landscape Convention: Florence, 20 October 2000",foreign-commonwealth-office
http://www.official-documents.gov.uk/document/cm84/8414/8414.asp,"Council of Europe Convention on action against trafficking in human beings: Warsaw, 16 May 2005",foreign-commonwealth-office
http://www.official-documents.gov.uk/document/cm84/8415/8415.asp,Review of the balance of competences between the United Kingdom and the European Union,foreign-commonwealth-office
http://www.official-documents.gov.uk/document/cm84/8416/8416.asp,"Treasury Minutes on the seventy fifth, the seventy seventh, the seventy ninth to the eighty first and the eighty third to the eighty eighth reports from the Committee of Public Accounts: session 2010-12 75th report : MOJ Financial Management  (Ministry of Justice); 77th report: Reorganising central Government bodies (Cabinet Office); 79th report: Accountability for public money (HM Treasury); 80th report: Cost reduction in central Government: summary of progress (Cabinet Office and HM Treasury); 81st report: Equity investment in privately financed projects (HM Treasury); 83rd report: Child Maintenance and Enforcement Commission: structured cost reduction (Department for Work and Pensions); 84th report: Adult Apprenticeships (Department for Business, Innovation and Skills); 85th report: Introduction of the Work Programme (Department for Work and Pensions); 86th report: Free entitlement to education for 3 and 4 year olds (Department for Education); 87th report: HMRC's Compliance and Enforcement Programme (HM Revenue and Customs); 88th report: Managing the change in the defence workforce (Ministry of Defence)",hm-treasury
http://www.official-documents.gov.uk/document/cm84/8417/8417.asp,"Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Republic of France on Implementation of the Cyclamen device in the French terminal of the Channel Tunnel situated in Coquelles: London, 10 May 2012",foreign-commonwealth-office
http://www.official-documents.gov.uk/document/cm84/8418/8418.asp,"Agreement between the government of the United Kingdom of Great Britain and Northern Ireland and the government of the Commonwealth of Dominica on the exchange of information with respect to taxes and tax matters: London, 31 March 2012",foreign-commonwealth-office
