old_url,ignoreoriginaltitle,organisation,title,body,opening_date,closing_date,consultation_ISBN,ignoreperson,ignoreaddr,ignoreemail,policy_1,policy_2,policy_3,policy_4,response_date,response_1_url,response_1_title,response_summary,response_1_ISBN,response_2_url,response_2_title,response_2_ISBN,response_3_url,response_3_title,response_3_ISBN,response_4_url,response_4_title,response_5_url,response_5_title,response_5_ISBN,attachment_1_url,attachment_1_title,attachment_2_url,attachment_2_title,attachment_3_url,attachment_3_title,attachment_4_url,attachment_4_title,attachment_5_url,attachment_5_title,attachment_6_url,attachment_6_title,attachment_7_url,attachment_7_title,attachment_8_url,attachment_8_title,attachment_9_url,attachment_9_title,attachment_10_url,attachment_10_title,attachment_11_url,attachment_11_title,attachment_12_url,attachment_12_title,attachment_13_url,attachment_13_title,attachment_14_url,attachment_14_title,attachment_15_url,attachment_15_title,attachment_16_url,attachment_16_title,attachment_17_url,attachment_17_title,attachment_18_url,attachment_18_title,attachment_19_url,attachment_19_title,attachment_20_url,attachment_20_title,attachment_21_url,attachment_21_title,attachment_22_url,attachment_22_title,attachment_23_url,attachment_23_title
http://www.communities.gov.uk/publications/housing/socialhousingregulator,Implementing social housing reform: directions to the Social Housing Regulator - Consultation,department-for-communities-and-local-government,Directions to the social housing regulator,"A consultation on draft directions to the Social Housing Regulator, which will help implement key elements of the Government's package of reforms to social housing. These reforms include giving social landlords greater flexibility over the types of tenancies they may offer, introducing a nationwide social home swap programme, and enhancing tenant involvement and empowerment.

This consultation was updated on 28 July 2011 to include a revised draft tenure direction. Please see the letter from Housing Minister Grant Shapps for details.",7-Jul-2011,29-Sep-2011,9781409830139,,,,improving-the-rented-housing-sector,,,,21-Nov-2011,http://www.communities.gov.uk/documents/housing/pdf/2017529.pdf,Directions to the social housing regulator consultation: summary of responses,"This is the government's response to the consultation on the directions proposed to be given by the Secretary of State for Communities and Local Government to the Social Housing Regulator under section 197 of the Housing and Regeneration Act 2008.

These directions are needed in order to implement important elements of the Government's planned reforms to social housing. The final directions to the Regulator are on tenure, mutual exchange, tenant involvement and empowerment, rents and quality of accommodation. These directions replace those issued to the Regulator previously.

A complete set of detailed responses are also available to download below.

The final direction to the Social Housing Regulator has been published and is also available to download. ",9781409832157,http://www.communities.gov.uk/documents/housing/pdf/2109167.pdf,Directions to the Social Housing Regulator: Detailed responses - Volume 1,,http://www.communities.gov.uk/documents/housing/pdf/2109180.pdf,Directions to the Social Housing Regulator: Detailed responses - Volume 2,,http://www.communities.gov.uk/documents/housing/pdf/2109183.pdf,Directions to the Social Housing Regulator: Detailed responses - Volume 3,http://www.communities.gov.uk/documents/housing/pdf/2109186.pdf,Final direction to the Social Housing Regulator,,http://www.communities.gov.uk/documents/housing/pdf/1956470.pdf,Amendment to proposed direction to the Social Housing Regulator on tenure - Letter from the Rt Hon Grant Shapps MP,http://www.communities.gov.uk/documents/housing/pdf/1936126.pdf,Implementing social housing reform: directions to the Social Housing Regulator - Consultation,http://www.communities.gov.uk/documents/housing/pdf/1936156.pdf,Tenant Cashback scheme - Impact assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/leaseholdvaluationlimits,Leasehold Valuation Limits - Consultation paper,department-for-communities-and-local-government,Leasehold valuation limits,"This consultation paper contains proposals and the associated impact assessment for updating the property value limits which are used to determine whether certain rights are available to residential long leaseholders. These are rights for such leaseholders to remain in their properties as assured tenants when their lease comes to an end, to extend the lease of their leasehold house or to purchase the freehold of a leasehold house (enfranchise) on particular terms.",14-Jun-2011,12-Sep-2011,,,,,helping-people-to-buy-a-home,,,,1-Feb-2012,http://www.communities.gov.uk/documents/housing/pdf/2078663.pdf,Updating leasehold valuation limits consultation: summary of responses,"This is a summary of responses to the updating leasehold value limits consultation published on 14 June 2011.

The consultation contained proposals for updating the value limits that determine the availability of rights for long leaseholders to remain in their properties at the end of their lease term and to extend their leases or buy the freehold (enfranchisement) of their leasehold house on particular terms.",9781409832768,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/1922040.pdf,Updating leasehold value limits: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/plan201112consultation,Draft Statistics Plan for 2011-12: Consultation,department-for-communities-and-local-government,DCLG draft statistics plan for 2011 to 2012,"The draft statistics plan describes the Department for Communities and Local Government's proposals for collecting and publishing official statistics over the period April 2011 to March 2012.

We are seeking:

  * users' reactions to our proposals and their views on whether our planned deployment of resources will meet their needs
  * suggestions for the development of any new statistics, products or services
  * suggestions for any further reductions in the amount of data we collect and publish (beyond those already submitted in the context of the 'Single Data List')
  * information from users about the particular uses to which they put our statistics",13-Apr-2011,3-Jun-2011,9781409829485,,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/statistics/pdf/1885667.pdf,Draft Statistics Plan for 2011-12: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/bestvalueconsult,Best value: new draft statutory guidance - Consultation,department-for-communities-and-local-government,Local councils: funding community and voluntary groups,"The Department is consulting on new best value guidance, setting out some reasonable expectations of the way local councils should work with voluntary and community groups when facing difficult funding decisions.

We would welcome comments from any organisations and individuals affected by the new guidance and any others with an interest.",13-Apr-2011,14-Jun-2011,9781409829447,,,,making-sure-council-tax-payers-get-good-value-for-money,,,,2-Sep-2011,http://www.communities.gov.uk/documents/localgovernment/pdf/1976929.pdf,New best value statutory guidance consultation: summary of responses and government response,The Department  for Communities and Local Government launched a consultation on the draft statutory guidance on the Best Value Duty. It sets out some reasonable expectations of the way authorities should work with voluntary and community groups and small businesses when facing difficult funding decisions.,9781409830573,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1885419.pdf,Best value: new draft statutory guidance - Consultation,http://www.communities.gov.uk/documents/localgovernment/pdf/1885453.pdf,Best value: new draft statutory guidance and other measures - Equalities impact assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/travellersitesconsultation,Planning for traveller sites: Consultation,department-for-communities-and-local-government,Planning for traveller sites,"The consultation on the government's draft planning policy for traveller sites ended on 3 August, and a new planning policy statement for traveller sites will be published as soon as possible, following due consideration of the consultation responses.

The government is also consulting on the draft _National Planning Policy Framework_ until 17 October. As part of this consultation, we welcome views on the consistency of the draft Framework with the draft planning policy for traveller sites, and any other comments about the government's plans to incorporate planning policy on traveller sites into the final National Planning Policy Framework. The new planning policy statement for traveller sites will be reviewed in the light of all comments received and incorporated into the final National Planning Policy Framework.

As part of the consultation on the National Planning Policy Framework, the government would welcome responses to the following question:",13-Apr-2011,3-Aug-2011,9781409829478,,,,making-the-planning-system-work-more-efficiently-and-effectively,,,,23-Mar-2012,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2113385.pdf,Planning policy for traveller sites: Summary of consultation responses,The government held a public consultation on its draft new planning policy for traveller sites. The final policy was published on 23 March 2012. This document sets out the summary of responses to the consultation.,9781409834069,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1886164.pdf,Planning for traveller sites: Consultation,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1918325.pdf,Planning for traveller sites: Consultation - Short easier to read summary,http://www.communities.gov.uk/rich-media/mp3/19409041.mp3,Planning for traveller sites: Consultation - Planning for traveller sites Summary (Audio version),http://www.communities.gov.uk/rich-media/mp3/1940904.mp3,Planning for traveller sites: Consultation - Contents (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409042.mp3,Planning for traveller sites: Consultation - Section 1 Introduction (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409043.mp3,Planning for traveller sites: Consultation - Section 2 Policy background (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409044.mp3,Planning for traveller sites: Consultation - Section 3 Key matters for consideration (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409045.mp3,Planning for traveller sites: Consultation - Section 4 The consultation options (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409046.mp3,Planning for traveller sites: Consultation - Section 5 The consultation questions (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409047.mp3,Planning for traveller sites: Consultation - Section 6 About this consultation (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409048.mp3,Planning for traveller sites: Consultation - Section 7 The seven consultation criteria and this consultation (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409049.mp3,Planning for traveller sites: Consultation - Annex A Draft Planning Policy Statement (Audio version),http://www.communities.gov.uk/rich-media/mp3/194090410.mp3,Planning for traveller sites: Consultation - Annex B Consultation stage impact assessment (Audio version),http://www.communities.gov.uk/rich-media/mp3/194090411.mp3,Planning for traveller sites: Consultation - Annex C1 Consultation stage equality impact assessment initial screening (Audio version),http://www.communities.gov.uk/rich-media/mp3/194090412.mp3,Planning for traveller sites: Consultation - Annex C2 Consultation stage full equality impact assessment (Audio version),http://www.communities.gov.uk/documents/planningandbuilding/pdf/2116900.pdf,Planning policy for traveller sites: Equality impact assessment,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2116714.pdf,Planning policy for traveller sites: Impact assessment,,,,,,,,,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/microgenelectriccars,"Permitted development rights for small scale renewable and low carbon energy technologies, and electric vehicle charging infrastructure: Consultation",department-for-communities-and-local-government,Permitted development rights for small-scale renewable and low-carbon energy technologies and electric vehicle charging infrastructure,"This consultation seeks views on government proposals to introduce permitted development rights for small scale renewable and low carbon technologies in domestic and non-domestic settings. It also seeks views on introducing permitted development rights and deemed advertisement consent in relation to electric vehicle charging infrastructure.

Annex C of the consultation paper sets out a number of questions on which we are seeking views. To help our analysis of responses, we would be grateful if consultees could use the questions to structure their responses.",17-Nov-2009,9-Feb-2010,9781409819974,,,,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,15-Mar-2012,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2105627.pdf,"Permitted development rights for small scale renewable and low carbon energy technologies, and electric vehicle charging infrastructure consultation: government response","This report sets out the government's response to the consultation _Permitted development rights for small-scale renewable and low-carbon energy technologies, and electric vehicle charging infrastructure_.",9781409838871,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2105438.pdf,"Permitted development rights for small scale renewable and low carbon energy technologies, and electric vehicle charging infrastructure consultation: summary of responses",9781409833826,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/microgenelectriccars.pdf,"Permitted development rights for small scale renewable and low carbon energy technologies, and electric vehicle charging infrastructure: Consultation",http://www.communities.gov.uk/documents/planningandbuilding/pdf/2106236.pdf,Permitted development rights for installations of microgeneration equipment on non-domestic premises: Impact assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/relaxationchangeconsultation,Relaxation of planning rules for change of use from commercial to residential: Consultation,department-for-communities-and-local-government,Changing land use from commercial to residential,"This consultation seeks views on the government's proposals to amend the _Town and Country Planning (General Permitted Development) Order 1995_  to grant permitted development rights to changes of use from commercial to residential, ie to allow such changes of use without the need for planning applications.",8-Apr-2011,30-Jun-2011,9781409829218,,,,making-the-planning-system-work-more-efficiently-and-effectively,,,,3-Jul-2012,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2172423.pdf,Changing land use from commercial to residential consultation: summary of responses and government response,"In April 2011 the Government published a consultation paper seeking views on granting permitted development rights to change use of buildings from commercial to residential use.

This report provides a summary of the 714 responses received in response to the consultation.",9781409835653,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1883189.pdf,Relaxation of planning rules for change of use from commercial to residential: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/drafthradirections,The Draft Housing Revenue Account (Accounting Practices) Directions 2011,department-for-communities-and-local-government,Housing revenue account: accounting practices,"Under Section 87(2) of the Local Government and Housing Act 1989, the Secretary of State for Communities and Local Government is required to consult representatives of local government and relevant professional bodies before making new directions and determinations, or before varying existing directions and determinations.

Various items of published guidance concerning the housing revenue account have recently been changed or updated, particularly the stock valuation guidance. The current direction in force is the housing revenue account (accounting practices) directions 2007, and the Department for Communities and Local Government wishes to update that document to reflect this and other changes that have taken place during 2010-11.",1-Apr-2011,12-May-2011,9781409829232,,,,improving-the-rented-housing-sector,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/1878540.pdf,The Draft Housing Revenue Account (Accounting Practices) Directions 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/localpublicauditconsult,Future of local public audit: Consultation,department-for-communities-and-local-government,Future of local public audit,"On the 13 August 2010 the Secretary of State for Communities and Local Government announced plans to disband the Audit Commission, and refocus audit of local public bodies on helping local people hold those bodies to account for local spending decisions, the very essence of localism.

The aim is to replace the current, centralised audit systems managed by the Audit Commission, with a new decentralised regime, which will support local democratic accountability, and one that will also cut bureaucracy and costs, while ensuring that there continues to be robust local public audit. This consultation sets out proposals on the new audit framework where:

  * audit quality is regulated within a statutory framework, overseen by the National Audit Office and the accountancy profession
  * local public bodies will be free to appoint their own external auditors with stringent safeguards for independence",30-Mar-2011,30-Jun-2011,9781409829331,,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,4-Jan-2012,http://www.communities.gov.uk/documents/localgovernment/pdf/2060683.pdf,Future of local public audit consultation: summary of responses,"From March to June 2011, the government consulted interested parties on its proposals for the new audit framework. These proposals build on the statutory arrangements and professional ethical and technical standards that currently apply in the private sector with adaptations to ensure that the principles of public sector audit are maintained. The consultation closed on 30 June 2011 and the summary of responses has now been published.",9781409832836,http://www.communities.gov.uk/documents/localgovernment/pdf/2060619.pdf,Future of local public audit consultation: government response,9781409832829,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1876169.pdf,Future of local public audit: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/scaconsultation2011,Sustainable Communities Act 2007: Inspiring the Big Society - a consultation on regulations under the Sustainable Communities Act,department-for-communities-and-local-government,Sustainable Communities Act 2007 regulations,"On 15 December 2010 the Secretary of State for Communities and Local Government issued a second invitation to local authorities under the Sustainable Communities Act 2007 ('The Act'). He invited councils to consult people, ask them how they would like to see their local area improved and to take whatever action they see fit to make it happen.

If councils, having consulted and reached agreement with their local communities, find that a bureaucratic barrier prevents them from taking action, they can submit a formal 'proposal' asking government to remove the barrier through the online portal at [barrierbusting.communities.gov.uk](http://barrierbusting.communities.gov.uk/) (external link). This portal is also open to anyone who wishes to ask the government to remove a barrier which is stopping local action. We would, for example, welcome requests to remove barriers from organisations such as town and parish councils, and County Associations of Parish Councils.

The Act was amended in April 2010 to allow the procedures for receiving, considering and deciding proposals under the Act to be improved.

The Act now allows the arrangements for the consideration of proposals submitted in response to the invitation to be set out in regulations, following a period of consultation. There will be no deadlines for the submission of proposals, which can now be submitted straight to the government at any time. Information on the action the government is taking on the proposals will be available online so that councils and communities can track progress.

The Act, and the proposed draft regulations set out in this consultation, is a means to hold government to account and ensure each proposal is given the fullest consideration.",29-Mar-2011,20-Jun-2011,9781409828792,,,,giving-people-more-power-over-what-happens-in-their-neighbourhood,,,,13-Jun-2012,http://www.communities.gov.uk/documents/localgovernment/pdf/2160479.pdf,Sustainable Communities Act consultation on regulations: summary of responses and government response,"The Department ran a consultation exercise between 29 March and 20 June 2011 on new, light-touch, regulations to govern the implementation of the Sustainable Communities Act 2007. The consultation proposed the regulations that would be required to implement the second invitation of the Sustainable Communities Act. This publication summarises the responses received and Government's response.",9781409835134,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1875242.pdf,Sustainable Communities Act 2007: Inspiring the Big Society: a consultation on regulations under the Sustainable Communities Act,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/architectsactconsultation,Proposed amendments to the Architects Act 1997: Consultation,department-for-communities-and-local-government,Recognising professional architects' qualifications across the EU,"This consultation looks at an amendment to the Architects Act 1997 (as amended) in relation to the mutual recognition of professional qualifications. These provisions set out how professionals can obtain recognition of their qualifications when moving between Nation States within the EU in order to support greater freedom of movement within the Single Market.

The Architects Act sets out the basic criteria for automatic recognition of qualifications for architects. The way in which this part of the Act is currently drafted could have the potential to give rise to conditions prejudicial to the automatic recognition of qualifications held by other EU nationals who are seeking to practice as architects in the UK and who would be entitled to practice as architects in their home nation.",1-Mar-2011,25-Apr-2011,9781409828013,,,,making-the-planning-system-work-more-efficiently-and-effectively,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1854661.pdf,Consultation on proposed amendments to the Architects Act 1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/codepracticeladataconsult,Code of recommended practice for local authorities on data transparency - Consultation,department-for-communities-and-local-government,Local authorities data transparency code,The proposed code is concerned with making data generated by authorities available and accessible to the public. It is intended to set out the requirement to publish data and minimum expectations and considerations.,7-Feb-2011,14-Mar-2011,9781409827801,,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,29-Sep-2011,http://www.communities.gov.uk/documents/localgovernment/pdf/1985219.pdf,Local authorities data transparency code consultation: summary of responses and government response,"The government consulted on a new code of recommended practice for local authorities on the publication of data in February 2011. The proposed code was concerned with making data generated by authorities available and accessible to the public.

This document provides a summary of responses to the consultation and the government's response.",9781409831099,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1829193.pdf,Code of recommended practice for local authorities on data transparency - consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/righttochallengeconsultation,Proposals to introduce a Community Right to Challenge: Consultation paper,department-for-communities-and-local-government,Community Right to Challenge,"This document sets out the provisions being made by government in the Localism Bill to introduce a Community Right to Challenge. It seeks views on the detail of how the right will work in practice, which will be set out in regulations. It also invites views on what type of support and guidance should be provided.",4-Feb-2011,3-May-2011,9781409828037,,,,giving-people-more-power-over-what-happens-in-their-neighbourhood,,,,2-Aug-2011,http://www.communities.gov.uk/documents/localgovernment/pdf/19581851.pdf,Community Right to Challenge consultation: summary of responses,A summary of the responses received to the _Proposals to introduce a Community Right to Challenge: consultation paper_ originally published on 4 February 2011.,9781409830702,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1835810.pdf,Proposals to introduce a Community Right to Challenge: Consultation paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/righttobuyconsultation,Proposals to introduce a Community Right to Buy - assets of community value: Consultation paper,department-for-communities-and-local-government,Community Right to Bid,"This document sets out the provisions being made by government in the Localism Bill to assist community organisations who wish to purchase assets of community value. It seeks views on the detail of how the scheme should be delivered, which will be set out in regulations. It also invites views on what type of support and guidance should be provided.",4-Feb-2011,3-May-2011,9781409828020,,,,giving-people-more-power-over-what-happens-in-their-neighbourhood,,,,12-Aug-2011,http://www.communities.gov.uk/documents/localgovernment/pdf/1965426.pdf,Community Right to Bid consultation: summary of responses,A summary of the responses received to the Community Right to Buy - Assets of Community Value consultation paper originally published on 4 February 2011.,9781409830757,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1835775.pdf,Proposals to introduce a Community Right to Buy - Assets of Community Value: Consultation paper,http://www.communities.gov.uk/documents/communities/pdf/2168557.pdf,Community Right to Bid - Impact Assessment: Localism Act 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/revisionaccountsregs2003consult,Revision and consolidation of the Accounts and Audit Regulations 2003 (SI 2003 No 533) as amended: Consultation,department-for-communities-and-local-government,Accounts and Audit Regulations 2003,"This consultation invites views on the draft consolidation of the Accounts and Audit Regulations 2003 and 4 amending instruments, and incorporation of a series of technical amendments.

The proposed changes include:

  * an increase in the threshold below which a body is classed as a smaller body
  * a revised procedure for the approval and publication of statements of accounts and other accounting statements
  * new provision for the accounts of Passenger Transport Executives
  * the removal of criminal penalties for non-compliance with the regulations

The draft also restructures the regulations with the aim of making them easier to follow.

This consultation is part of a regular series of updates to the Accounts and Audit Regulations designed to keep them in line with developments in financial governance, accounting and audit.

Previous updates were made most recently in 2003, 2006, and 2009.",24-Jan-2011,8-Mar-2011,9781409827818,,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1824755.pdf,Revision and consolidation of the Accounts and Audit Regulations 2003 (SI 2003 No 533) as amended: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/fireandrescuecontrolservices,The future of fire and rescue control services in England - Consultation,department-for-communities-and-local-government,The future of fire and rescue control services in England,This consultation seeks the views from the fire and rescue sector on the future arrangements of fire and rescue control services in England following the decision to close down the FiReControl project.,13-Jan-2011,8-Apr-2011,9781409827276,,,,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,5-Jul-2011,http://www.communities.gov.uk/documents/fire/pdf/1936876.pdf,The future of fire and rescue control services in England consultation: summary of responses,This is a summary of responses to the recent consultation on the future of fire and rescue control services in England consultation.,9781409830382,,,,,,,,,,,,http://www.communities.gov.uk/documents/fire/pdf/1815528.pdf,The future of fire and rescue control services in England - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/frsdatreturnsfosiconsultation,Reductions of annual returns data collected from Fire and Rescue Services and of Fires of Special Interest reporting - Consultation,department-for-communities-and-local-government,Reducing annual returns and 'fires of special interest' data from fire and rescue authorities,The statistical consultation seeks the views on a reduction in non-financial annual returns from fire and rescue authorities and fires of special interest reporting.,26-Nov-2010,14-Jan-2011,9781409826590,,,,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,18-Mar-2011,http://www.communities.gov.uk/documents/fire/pdf/1866807.pdf,Reducing annual returns and 'fires of special interest' data from fire and rescue authorities consultation: summary of responses,A summary of responses to the consultation on proposals to the reduction to annual returns data collected from fire and rescue services and to 'fires of special interest' reporting.,9781409829164,,,,,,,,,,,,http://www.communities.gov.uk/documents/fire/pdf/1779370,Reductions of annual returns data collected from Fire and Rescue Services and of Fires of Special Interest reporting - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/socialhousingreform,Local decisions: a fairer future for social housing,department-for-communities-and-local-government,A fairer future for social housing,"This document sets out the government's plans for radical reform to the social housing system. It includes changes on:

* tenure
* management of waiting lists
* homelessness duty.

It also covers the introduction of a new 'affordable rent' tenancy and changes to the system of council housing finance. It includes measures to improve mobility, tackle overcrowding and under-occupation. The reforms will ensure that social landlords can make better use of social housing and target support where it is needed most.",22-Nov-2010,17-Jan-2011,9781409826460,,,,improving-the-rented-housing-sector,,,,28-Feb-2011,http://www.communities.gov.uk/documents/housing/pdf/1853054.pdf,A fairer future for social housing consultation: summary of responses,"This document summarises responses to the consultation paper, _Local decisions: a fairer future for social housing_, and indicates the government's intentions on next steps in the reform of social housing.",9781409828617,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/1775577.pdf,Local decisions: a fairer future for social housing,http://www.communities.gov.uk/documents/housing/pdf/1775586.pdf,Local decisions: a fairer future for social housing - Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/planningfeesconsultation,Proposals for changes to planning application fees in England: Consultation,department-for-communities-and-local-government,Planning application fees,"This consultation paper seeks views on proposed changes to the planning application fees regime which would decentralise responsibility for setting fees to local planning authorities. We also propose to allow authorities to charge for resubmitted applications and to set higher fees for retrospective applications.

Proposals will help to reduce the subsidising of planning applications by local taxpayers. If accepted and approved by Parliament, the changes would be implemented from April 2011, with a 6-month transition period until October 2011.",15-Nov-2010,7-Jan-2011,9781409826101,,,,making-the-planning-system-work-more-efficiently-and-effectively,giving-communities-more-power-in-planning-local-development,,,3-Aug-2012,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2191829.pdf,Proposals for changes to planning application fees in England consultation: summary of responses,This document is a summary of the responses made to the consultation on proposed changes to the planning application fees regime which ran from 15 November 2010 to 7 January 2011.,9781409835882,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1769286.pdf,Proposals for changes to planning application fees in England: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/newhomesbonusconsult,New homes bonus: Consultation,department-for-communities-and-local-government,New Homes Bonus,"This consultation seeks views on the implementation of the _New Homes Bonus_ - which will provide a powerful, simple, transparent and permanent means of incentivising local authorities to increase their housing supply.

This follows the coalition agreement to provide incentives for local authorities to deliver sustainable development, including for new homes and businesses.",12-Nov-2010,24-Dec-2010,9781409826125,,,,increasing-the-number-of-available-homes,,,,17-Feb-2011,http://www.communities.gov.uk/documents/housing/pdf/1846533.pdf,New Homes Bonus consultation: summary of responses,"The government's proposed scheme design was published in the New Home Bonus consultation on 12 November 2010 which set out the details of the scheme and the rationale for the proposed mechanisms. It also set out how the scheme sits within the wider context of the government's locally driven growth strategy.

The consultation was largely technical and aimed primarily at local authorities. We received almost 500 responses in total. A full list of respondents can be found at Annex A of the summary document.",9781409828327,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/1767788.pdf,New homes bonus: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/hrasdeterminations201112,The Draft Housing Revenue Account Subsidy and the Draft Item 8 Credit and Item 8 Debit (General) Determinations 2011-2012,department-for-communities-and-local-government,Housing revenue account subsidy and draft item 8 credit and item 8 debit (general) determinations 2011-12,The draft housing revenue account subsidy and the draft Item 8 credit and item 8 debit (general) determinations 2011-12 together with supporting papers and explanatory notes.,5-Nov-2010,16-Dec-2010,978 14098 2631 6,,,,improving-the-rented-housing-sector,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/1761087.pdf,Covering letter to Chief Finance Officers/Chief Accountants of Local Housing Authorities in England,http://www.communities.gov.uk/documents/housing/pdf/1761077.pdf,The Draft Housing Revenue Account Subsidy Determination 2011-2012,http://www.communities.gov.uk/documents/housing/xls/1761562.xls,HRA Subsidy Determination 2011-12 - Data Outputs,http://www.communities.gov.uk/documents/housing/pdf/1761036.pdf,Commentary on the draft housing revenue account subsidy determination 2011-2012,http://www.communities.gov.uk/documents/housing/pdf/1761031.pdf,The Draft Item 8 Credit and Item 8 Debit (General) Determination 2011-2012,http://www.communities.gov.uk/documents/housing/pdf/1761042.pdf,Draft Commentary on the Item 8 Determination for 2011-2012,http://www.communities.gov.uk/documents/housing/pdf/1761081.pdf,"Rent Rebate Subsidy Limitation: Derogations 2011-2012, England",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
