Count,Name,Department,Classification,PB Reform,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,DV - Chair's Remuneration (p.a. unless otherwise stated and may represent a theoretical mean),Chief Executive / Secretary,DV - Chief Executive / Secretary Remuneration (p.a. and may represent a theoretical mean),Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Audit Arrangements,Government Funding,Total Gross Expenditure,Staff Employed (FTE),OCPA Regulated
1,Technology Strategy Board,"Department for Business, Innovation and Skills",Executive NDPB,Retain,No,"Research into, and the development and exploitation of, science, technology and new ideas for the benefit of those engaged in business activities with the aim of increasing economic growth and improving quality of life.",Established 2007.  Triennial review began 2012.,"Block A, Floor 1, North Star House, North Star Avenue, Swindon, SN2 1UE",01793 442700,enquiries@tsb.gov.uk,https://www.innovateuk.org/,Phil Smith,15720,Iain Gray,250000,No,No,Yes,PHSO,2012-13,,NAO,"403,615,000","425,187,000",170,Yes
1,UK Atomic Energy Authority,"Department for Business, Innovation and Skills",Executive NDPB,Retain,No,"To carry out research into nuclear fusion and related topics e.g. advanced materials for fusion and fission. To manage the Joint European Torus project on behalf of the European Community. To manage the Culham and Harwell sites. To manage historical liabilities, including the Authority Pension Schemes.",Established 1954.,"UK Atomic Energy Authority, Culham Science Centre, Abingdon, OX14 3DB",01235 528822,foienquiries@uk-atomic-energy.org.uk,http://www.uk-atomic-energy.org.uk/,Professor Roger Cashmore ,25000,Professor Steven Cowley,215582,No,Yes,Yes,,2012-13,2010,NAO,"7,356,000","98,260,000",540,Yes
1,UK Commission for Employment and Skills,"Department for Business, Innovation and Skills",Executive NDPB,Retain,Yes,"UKCES provides strategic leadership on skills and employment issues.  Led by Commissioners from large and small employers, trade unions and the voluntary sector, they aim to raise skill levels to help drive enterprise, create more and better jobs and economic growth.","Established 2008.  CE remuneration includes London allowance of £3,500.","Renaissance House, Adwick Park, Wath-Upon-Dearne S63 5NB

Sanctuary Buildings, 20 Great Smith Street, London SW1P 3BT",01709 772800,info@ukces.org.uk,http://www.ukces.org.uk/,Charlie Mayfield,"28,000 (plus VAT) paid to John Lewis Partnership for Chair's services in 2012/13.",Michael Davis,128500,No,No,Yes,PHSO,2012-13,2010,NAO,"60,829,000","62,359,000",104,Yes
1,UK Space Agency,"Department for Business, Innovation and Skills",Executive Agency,,No,"The UK Space Agency was established to lead and foster the growing UK Space sector, delivering a world-class space programme with maximum economy, scientific and social benefit. The Agency drives the British contribution to collaborative efforts on space, represent the UK sector on the international stage and work to inspire the next generation of space scientists and technologists. The Agency is also responsible for the licensing regime under the Outer Space Act 1986 to secure compliance with international obligations on launching and operation of space objects. Taken together, the Agency aims to create a dynamic environment in which the UK Space sector can meet its ambition to grow by a factor of four between 2010 and 2030.",Established 2011.  UKSA was reviewed by the Science and Technology enquiry committee 2013.,"Polaris House, North Star Avenue, Swindon, Wilts SN2 1SZ",020 7215 5000,,http://www.bis.gov.uk/ukspaceagency,Rob Douglas,0,David Parker,Civil Servant,No,Yes,Yes,,2012-13,,NAO,"241,546,000","237,443,000",44,No
1,Building Regulations Advisory Committee,Department for Communities and Local Government,Advisory NDPB,Retain,No,To advise the Secretary of State on the exercise of his powers to make building regulations for England and on other subjects connected with building regulations.,The Building Regulations Advisory Committee was set up in April 1962 under Section 9 of the Public Health Act 1961 (now Section 14 of the Building Act 1984).  Triennial Review in progress 2013.,"c/o DCLG, Sustainable Buildings Division, Zone 5/E8 Eland House, Bressenden Place, London, SW1E 5DU",0303 4441 813,brac@communities.gsi.gov.uk,https://www.gov.uk/government/organisations/building-regulations-advisory-committee,Neil Cooper,,Civil Servant,Civil Servant,No ,Yes,Yes,PHSO,2011,2013,,"10,000","3,821",0,Yes
1,Homes and Communities Agency,Department for Communities and Local Government,Executive NDPB,Retain and substantially reform,Yes,The Homes and Communities Agency is the housing and regeneration agency and social regulator of social housing for England.,Andy Rose was appointed in April 2013; Richard Hill was interim CEO beforehand.,"Maple House, 149 Tottenham Court Road, London, W1T 7BN",0300 1234 500,mail@homesandcommunities.co.uk,http://www.homesandcommunities.co.uk/,Robert Napier,85500,Andy Rose,142000,No,Yes,Yes,PHSO,2012-13,2010,NAO,"1,131,135,000","1,472,000,000",854,Yes
1,Independent Housing Ombudsman Ltd,Department for Communities and Local Government,Executive NDPB,Retain,Yes,"To devise and administer schemes for the investigation of complaints and the resolution of disputes between social landlords and residential tenants (recently revised to include Localism Act 2011 changes).  From 1 April 2013, the organisation has become the 'Housing Ombudsman'.","Established 1 April 1997 but ceased to operate under the Independent Housing Ombudsman Scheme from 1 April 2013 as a result of change in governance arrangements to become Corporation Sole, known as the 'Housing Ombudsman'.","81 Aldwych, London, WC2B 4HN",020 7421 3800,info@housing-ombudsman.org.uk,http://www.housing-ombudsman.org.uk/,Nick Hardwick (until 31 March 2013),12579,Mike Biles (Housing Ombudsman),128296,No,No,No,,2012-13,2012-13,NAO,0,"4,262,244",44,Yes
1,"Leasehold Advisory Service, The",Department for Communities and Local Government,Executive NDPB,Under consideration,No,To provide front line advice service on residential leasehold law and rights in England & Wales and on Park Homes.,Established under company Law in 1994. Classified as a public body in 2005.,"Maple House, 149 Tottenham Court Road, London, W1T 7BN",020 7383 9800,info@lease-advice.org,http://www.lease-advice.org/,Deep Sagar,220 (daily rate),Anthony Essien,73318,Yes,Yes,Yes,PHSO,2012-13,2010/11,MacIntyre Hudson LLP,"1,274,000","1,343,941",19,Yes
1,Planning Inspectorate,Department for Communities and Local Government,Executive Agency,,Yes,To make decisions on planning appeals and other casework and advise relevant Secretaries of State on nationally significant infrastructure cases,Established 1908. Integrated with IPC 2012 ,"Temple Quay House, 2 The Square, Temple Quay, Bristol, BS1 6PN",0303 444 5000,enquiries@pins.gsi.gov.uk,https://www.gov.uk/government/organisations/planning-inspectorate,,,Sir Michael Pitt,Civil Servant,No,No,Yes,PHSO,2012-13,2010,NAO,"54,463,000","48,872,000",643,No
1,Queen Elizabeth II Conference Centre,Department for Communities and Local Government,Executive Agency,,No,To provide conferencing and events services and to return an annual dividend to government. ,,"Broad Sanctuary, Westminster, SW1P 3EE",0207 798 4000,info@qeiicc.co.uk,http://www.qeiicc.co.uk/,,,Mark Taylor,Civil Servant,No,No,,PHSO,2012-13,2012,NAO,0,"6,352,000",42,No
1,Valuation Tribunal for England,Department for Communities and Local Government,Tribunal NDPB,No longer an NDPB,No,"To determine appeals concerning business rates and council tax (valuation, liability and reduction schemes).",Established 2009 by the Local Government and Public Involvement in Health Act 2007.  Annual report and financial information contained in VTS Report.,"Second Floor, Black Lion House, 45 Whitechapel Road, London, E1 1DU",020 7426 3900,president@vts.gsi.gov.uk,http://www.valuationtribunal.gov.uk/WhoWeAre/Valuation_Tribunal_for_England.aspx,PRESIDENT - Professor Graham Zellick QC CBE,69000,,,Yes,Yes,No,,2012-13,2010/11,,,,0,No
1,Valuation Tribunal Service,Department for Communities and Local Government,Executive NDPB,No longer an NDPB,No,"To provide staff, accommodation and other support (including general advice about procedure in relation to proceedings before tribunals) to the Valuation Tribunal for England.",Established on 1 April 2004 under the Local Government Act 2003.,"Second Floor, Black Lion House, 45 Whitechapel Road, London, E1 1DU",020 7426 3900,tony.masella@vts.gsi.gov.uk,http://www.valuationtribunal.gov.uk/,Anne Galbraith CBE,57408,Tony Masella,89000,Yes,Yes,Yes,PHSO,2012-13,2010/11,NAO,"8,900,000","8,435,000",91,Yes
1,West Northamptonshire Development Corporation,Department for Communities and Local Government,Executive NDPB,No longer an NDPB,No,"To promote and deliver sustainable regeneration and growth of West Northamptonshire, within the context of the national policies set out in the Sustainable Communities Plan, and the strategies for the wider Milton Keynes South Midlands Growth Area.","Following the Arm's Length Bodies Review, this body will be abolished at 31 March 2014 and its functions devolved to local government (local authority led delivery body)","PO Box 355, Franklins Gardens, Northampton, NN5 5WU",01604 586 600,Info@wndc.org.uk,http://www.wndc.org.uk/,John Markham ,47332,Peter Mawson,137256,Yes,Yes,Yes,PHSO,2012-13,2010,NAO,"13,226,000","13,641,000",28,Yes
1,Advisory Council on Libraries,"Department for Culture, Media and Sport",Not an NDPB,No longer an NDPB,No,To advise the Secretary of State upon matters connected with the provision or use of library facilities under the Public Libraries and Museums Act 1964.,Established 1964. Now defunct and to be abolished.,"Secretary to the ACL, Libraries & Archives Team, DCMS, 2-4 Cockspur Street, London, SW1Y 5DH",,,https://www.gov.uk/government/policies/supporting-the-library-services-provided-by-local-authorities,,,,,No,No,No,,,,,,,,Yes
1,Arts Council England,"Department for Culture, Media and Sport",Executive NDPB,Retain,No,"The national funding body for the arts, museums and libraries in England. It is responsible for developing and improving the knowledge, understanding and practise of the arts and to increase the accessibility of the arts to the public through the distribution of exchequer money from central government and revenue from the National Lottery.","Established 1946. Expenditure includes £178,943,000 Lottery expenditure.","14 Great Peter Street, London, SW1P 3NQ",0845 300 6200,chiefexecutive@artscouncil.org.uk,http://www.artscouncil.org.uk/,Sir Peter Bazalgette,40000,Alan Davey,187000,Yes,Yes,Yes,PHSO,2012-13,,NAO,"469,968,000","792,827,000",531,Yes
1,British Film Institute,"Department for Culture, Media and Sport",Executive NDPB,,No,"The BFI is the lead organisation for film in the UK.  It uses Lottery funds to support film production, distribution, education and audience development. Since 1933 it has cared for the BFI National Archive, and celebrated the best of British and international filmmaking through festivals, film restoration, DVD releases and cinema programming.",Became an NDPB on 1 April 2011.,"21 Stephen Street, London W1T 1LN",020 7255 1444,,http://www.bfi.org.uk/,Greg Dyke,0,Amanda Nevill,137500,No,Yes,Yes,PHSO,2012-13,,NAO,"27,902,000","99,981,000",444,No
1,British Library,"Department for Culture, Media and Sport",Executive NDPB,Retain,No,"The National Library of the UK.  The British Library Board is responsible for managing the library as a national centre for reference, study, bibliographical and information services, in relation to both scientific and technological matters and the humanities.",Established 1973.,"96 Euston Road, London NW1 2DB",0870 444 1500,Customer-Services@bl.uk,http://www.bl.uk/,Baroness Blackstone ,35180,Roly Keating,142500,Yes,Yes,Yes,PHSO,2012-13,,NAO,"103,868,000","149,000,000","1,568",Yes
1,British Museum,"Department for Culture, Media and Sport",Executive NDPB,Retain,No,"The Museum holds for the benefit of humanity a collection representative of world cultures that is housed in safety, conserved, curated, researched and exhibited. ",Established 1753.,"Great Russell Street, London, WC1B 3DG",020 7323 8000,information@britishmuseum.org,http://www.britishmuseum.org/,Niall Fitzgerald KBE,0,Neil MacGregor OM,182500,Yes,Yes,Yes,PHSO,2012-13,,NAO,"45,378,000","115,370,000","1,033",Yes
1,English Heritage,"Department for Culture, Media and Sport",Executive NDPB,Retain,No,"To promote the preservation of ancient monuments, historic buildings and conservation areas and to promote public understanding and enjoyment of the historic environment.",Established 1984.,"1 Waterhouse Square, 138-142 Holborn, London, EC1N 2ST","0870 333 1181 
",customers@english-heritage.org.uk,http://www.english-heritage.org.uk/,Baroness Kay Andrews,46000,Simon Thurley,161000,No,Yes,Yes,PHSO,2012-13,,NAO,"101,437,000","158,241,000","1,846",Yes
1,Equality and Human Rights Commission,"Department for Culture, Media and Sport",Executive NDPB,Retain and substantially reform,Yes,To promote equality and tackle discrimination in relation to the characteristics protected under the Equality Act 2010; promote good relations between groups; and provide institutional support for human rights across Great Britain.,Established 2007.,"2nd Floor Arndale House, The Arndale Centre, Manchester M4 3AQ",0161 829 8100,chair@equalityhumanrights.com,http://www.equalityhumanrights.com/,Baroness Onora O'Neill,50000,Mark Hammond,130000,No,Yes,Yes,PHSO,2012-13,2010,NAO,"30,981,000","24,773,000",204,Yes
