Count,Name,Department,Classification,PB Reform,Multiple Bodies,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,Chair's Remuneration (PA unless otherwise stated),Chief Executive / Secretary,Chief Executive / Secretart Remuneration,Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Audit Arrangements,Government Funding,Total Gross Expenditure,Staff Employed (FTE),OCPA Regulated
1,Independent Safeguarding Authority,Home Office,Executive NDPB,Merge,0,No,The role of the ISA is to help prevent unsuitable people from working with vulnerable groups including children.,Established 2008. In 2010 the ISA was reviewed and a decision made to merge the ISA and Criminal Records Bureau to create the Disclosure and Barring Service. Subsequently changes were made to the Protection of Freedoms Bill. The DBS became effective on 1 December 2012.,"Stephenson House, Alderman Best Way, Morton palms Business Park, Darlington, Co Durham, DL1 4WB",01325 953731,karen.leech@isa.gsi.gov.uk,www.isa.homeoffice.gov.uk,Sir Roger Singleton,"£81,200",Adrian McAllister,"£122,647",No,No,Yes,PHSO,2012,2010,NAO,"£15,800,000","£13,140,000",255,Yes
1,Investigatory Powers Tribunal,Home Office,Tribunal NDPB,Retain,0,No,To consider proceedings bought under  Section 7 of the Human Rights Act 1998 (HRA) against the intelligence services and certain public authorities in respect of their investigatory powers and conduct. To investigate complaints regarding actions by those intelligence services and public authorities who hold powers under the Regulation of Investigatory Powers Act to ascertain whether they have used those powers lawfully.  ,"The IPT was established by virtue of Section 65 of RIPA. The Tribunal assumed the jurisdictions previously held by Interception of Communications Tribunal, the Security Service Tribunal, the Intelligence Services Tribunal and the complaints function of the Commissioner appointed under the Police Act 1997. The President is paid expenses only. Departmental sponsorship costs are not separately identifiable in Home Office Accounts ","PO BOX 33220, London SW1H 9QZ",020 7035 3711,info@ipt-uk.com,www.ipt-uk.com,Lord Justice Mummery,-,-,-,-,-,-,-,2011 (statistical summary 2012),Triennial Review due 2012/13.,-,-,-,4,No
1,Migration Advisory Committee,Home Office,Advisory NDPB,Retain,0,No,"Provides independent, evidence based advice to government on migration, particularly shortages in the labour market where migration can contribute.",The MAC met for the first time on 7 December 2007,"Migration Advisory Committee, 2nd Floor, Fry Building, Home Office, 2 Marsham Sreet, London, SW1P 4DF",020 7035 1764 ,mac@homeoffice.gsi.gov.uk,www.ukba.homeoffice.gov.uk/aboutus/workingwithus/indbodies/mac/,Professor David Metcalf CBE,"£41,861",Tim Harrison,Civil Servant,No,Yes,No,-,-,Triennial Review 2011/12.,0,"£796,000",0,11,Yes
1,National DNA Database Ethics Group,Home Office,Advisory NDPB,Retain,No,No,To provide independent advice on ethical issues around the operations of the National DNA Database Ethics Group.,-,"3rd Floor Seacole Building, 2 Marsham Street, London, SW1P 4DF ",2070353049,kenny.chigbo@homeoffice.gsi.gov.uk,www.homeoffice.gov.uk/agencies-public-bodies/fsr/ndnad-ethics-group/,Christopher Hughes,No,N/A,N/A,No,Yes,N/A,-,2011,N/A,N/A,"£25,000",0,0,Yes
1,National Policing Improvement Agency,Home Office,Executive NDPB,No longer an NDPB,0,No,To support forces to deliver the best possible policing services to the public.,Established by the Police & Justice Act 2006.  The NPIA will close on 31 December 2012 and will be abolished by the Crime and Courts Bill.  ,"First Floor, Fry Building , 2 Marsham Street , London, SW1P 4DF",020 7147 8200,information.desk@npia.pnn.police.uk ,www.npia.police.uk,Peter Holland,"£80,000-£125,000",Nick Gargan ,"£155,000-£160,000",No,Yes,Yes,PHSO,2012,-,NAO,"£352,000,000","£389,900,000",1619,Yes
1,Office of Surveillance Commissioners,Home Office,Tribunal NDPB,Retain,0,Yes,"To keep under review public authority use of covert techniques under the Regulation of Investigatory Powers Act,  the Regulation of Investigatory Powers (Scotland) Act and the Police Act.",-,"PO Box 29105, London, SW1V 1ZU",020 7035 0074,oscmailbox@osc.gsi.gov.uk,http://surveillancecommissioners.independent.gov.uk/,Sir Christopher Rose (Chief Surveillance Commissioner ),"£140,000",-,-,No,No,No,-,2011-12,Triennial Review due 2012/13.,NAO,"£1,587,000","£1,392,601",23,No
1,Office of the Immigration Services Commissioner,Home Office,Executive NDPB,Retain,0,Yes,To regulate those who provide immigration advice and services by promoting good practice and investigating complaints,"Established May 2000.  There is no Board, the Commissioner is a corporation sole",Counting House 5th Floor 53 Tooley Street London SE1 2QN,020 7211 1500,enquiries@oisc.gov.uk,www.oisc.gov.uk,Suzanne McCarthy,"£88,760",Ian Leigh,"£60,234",No,No,Yes,PHSO,2011-12,2011,NAO,"£3,680,800","£3,991,870",59,Yes
2,Police Advisory Board and Police Negotiating Board (2 bodies),Home Office,Advisory NDPB,Under consideration,2,No,Negotiates and arbitrates on matters relating to police pay and conditions; provides advice to the Home Secretary on matters related to policing,-,"Office of Manpower Economics, 6th Floor, Victoria House, Southampton Row, London, WC1B 4AD",020 7271 0472,william.blase@bis.gsi.gov.uk,www.ome.uk.com ,Multiple,Multiple,-,-,No,No,No,-,2012,2012,-,"For 2012/13, the PNB is given £475204 funding which is split amongst the Staff, Official and Independent sides. The Police Arbitration Tribunal panel are paid a daily fee of £468 (chair) and £334 (member).","For 2011/12, the total expenditure for these bodies was £482797.27= £469954.81 for the PNB and £12842.46 for the PAT.",0,No
1,Police Arbitration Tribunal,Home Office,Tribunal NDPB,-,0,No,-,Combined with Police Advisory Board and Police Negotiating Board; details as for the same.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Police Discipline Appeals Tribunal,Home Office,Tribunal NDPB,Retain,0,No,"To consider appeals by police officers who have been found guilty of breaching the Code of Conduct, resulting in their dismissal, requirement to resign or reduction in rank.","Originally created when the Metropolitan Police was created in 1929. The current organisation is based on the Police Act 1996, Schedule 6 (as amended) and the 1985 Police Regulations.","Police Appeal Tribunal, Police Transparency Unit, 6th Flr, Fry Building, 2 Marsham Street, London, SW1P 4DF",020 7035 3108,sammy.jegede@homeoffice.gsi.gov.uk,-,Appointed as convened,-,Appointed as convened,-,No,No,No,-,-,-,-,£0,£0,0,No
1,Security Industry Authority,Home Office,Executive NDPB,No longer an NDPB,0,Yes,"The Security Industry Authority is the organisation responsible for regulating the private security industry. They are an independent body reporting to the Home Secretary, under the terms of the Private Security Industry Act 2001. ",The SIA was founded in 2003.,"90 High Holborn, London, WC1V 6WY",020 7025 4250,cassie.howe@sia.gsi.gov.uk,http://sia.homeoffice.gov.uk/Pages/home.aspx,Ruth Henig,"£65,956",Bill Butler,"£123,020",No,Yes,Yes,PHSO,2012,2010,NAO,"£200,000","£28,348,000",195,Yes
1,Serious Organised Crime Agency,Home Office,Executive NDPB,Merge,0,No,"To prevent and detect serious organised crime, to contribute to its reduction in other ways and the mitigation of its consequences and to gather, store, analyse and disseminate information on crime. ",-,"PO Box 8000, London, SE11 5EN",0370 496 7622,-,www.soca.gov.uk,Sir Ian Andrews,"£65,000-70,000",Trevor Pearce,"£145,000-150,000",No,No,yes,PSHO (Administrative functions only),2011-12,2010,NAO,"£447,900,000","£442,200,000",3652,Yes
1,Technical Advisory Board,Home Office,Advisory NDPB,Retain,0,No,To advise the Home Secretary on whether obligations imposed on communications service providers (CSPs) under the terms of the Regulation of Investigatory Powers Act 2000 (RIPA) are reasonable,Established 2002.,"The Technical Advisory Board, PO Box 38542, London SW1H 9YE",-,TAB@homeoffice.x.gsi.gov.uk,www.homeoffice.gov.uk/agencies-public-bodies/tab,Peter Walker,£400 per day,R Foss,Civil Servant,No,No,No,-,2011,Triennial Review 2011/12., - ,0, - ,0,Yes
1,Advisory Committee on Conscientious Objectors,Ministry of Defence,Advisory NDPB,Retain,0,No,The Committee is responsible for advising the Secretary of State for Defence on all claims to conscientious objection to further service in the Armed Forces made by officers and other ranks of the Armed Forces whose application for permission to retire or resign their commissions or for discharge have been refused by the Service authorities.,Established 1970.  When this body meets if the judge is salaried no fee is payable.,"06.F.12, MOD Main Building, Whitehall, London, SW1A 2HB",020 7218 0564,CLS-Sec1@mod.uk,-,His Honour Judge King,-,-,Civil Servant,Yes,Yes,No,-,2010,Triennial Review due 2012/13.,-,£0,£0,0,Yes
1,Advisory Group on Military Medicine,Ministry of Defence,Advisory NDPB,Retain,0,No,AGOMM is established to provide independent advice to the Secretary of State for Defence on medical issues relating to Medical Force Protection and Clinical Treatments used on operations.,Established as the Advisory Group on Medical Countermeasures in 1998.,"HQ Surgeon General, Floor 6 Zone E, MOD Main Building, Whitehall, SW1A 2HB",020 7218 9447,peter.crass192@mod.uk,-,Professor Blain,£465 per day,Sqn Ldr Pete Crass,Military Officer,No,No,Yes,PHSO,2011,Triennial Review due 2012/13.,-,£0,£0,0,Yes
1,Armed Forces Pay Review Body,Ministry of Defence,Advisory NDPB,Retain,0,No,"The Armed Forces' Pay Review Body is to provide independent advice to the Prime Minister and the Secretary of State for Defence on the remuneration and charges for members of the Naval, Military and Air Forces of the Crown.",Established 1971.,"6th Floor, Victoria House, Southampton Row, London, WC1B 4AD",020 7271 0469,gary.earle@bis.gsi.gov.uk,www.ome.uk.com/example/Armed_Forces_Pay_Review_Body.aspx,Professor Alasdair Smith,£350 per day respectively,-,-,No,No,Yes,-,2011-12,2007,-,£0,£0,0,Yes
1,Central Advisory Committee on Pensions and Compensation,Ministry of Defence,Advisory NDPB,Retain,0,No,The CAC acts as a policy advisory and consultative body for all service pension and compensation issues.,Established 1921.,"Central Advisory Committee on Pensions and Compensation, MOD Main Building, Level 6, Zone M, Desk 18, Whitehall, London SW1A 2HB ",020 7218 9681,PersTrg-Rem-AFCPol4@mod.uk,www.mod.uk/DefenceInternet/AboutDefence/WhatWeDo/Personnel/Pensions/TheCentralAdvisoryCommitteeOnPensionsAndCompensation.htm,"Minister of State for Defence Personnel, Welfare and Veterans",£0,Philip Gould,Civil Servant,No,Yes,Yes,PHSO,-,Triennial Review 2011/12.,-,£0,£0,0,Yes
1,Defence Nuclear Safety Committee,Ministry of Defence,Advisory NDPB,Retain,0,No,"The Defence Nuclear Safety Committee is responsible for providing the Secretary of State for Defence with an independent source of expertise and advice concerning the safety of Ministry of Defence nuclear programmes, facilities and operations.",Established 1999.,"1 L.10, MOD Main Building, Whitehall, London, SW1A 2HB",020 7218 7310,dst-strattechNWTSCF@mod.uk,-,Rear Admiral (Ret'd) P Thomas,£315 per day ,-,-,No ,No,No,PHSO,2011,2010,-,£0,£0,0,Yes
1,Defence Scientific Advisory Council,Ministry of Defence,Advisory NDPB,Retain,0,No,"DSAC is established to provide independent advice to the Secretary of State for Defence on all matters of concern to the Department in the fields of non-nuclear science, engineering, technology and analysis. ",Established 1969.,"1st Floor, Zone M, MOD Main Building, Whitehall, London SW1A 2HB",020 7218 7996,DST-StrategyAD@mod.uk,www.mod.uk/DefenceInternet/AboutDefence/WhatWeDo/ScienceandTechnology/DSAC/,Professor Ian Poll,£465 per day,Civil Servant,£0,No,No,No,PHSO,2011-12,2010/11,-,£0,£0,0,Yes
1,Independent Monitoring Board for the Military Corrective Training Centre,Ministry of Defence,Other NDPB,Retain,0,No,"The Independent Monitoring Board inspect the Military Corrective Training Centre at least twice a year and reports its findings to Ministers. It inspects, amongst other things, the condition of the premises and the treatment, health and welfare of detainees. The arrangements are very similar to those in place for civilian detention facilities in the UK.",Established 1979,"MCTC, Berechurch Hall Road, Colchester, ESSEX, CO2 9NU. ",07974 692473,-,www.army.mod.uk/agc/provost/2258.aspx,Andy Schooler,£0,-,-,No,No,MCTC Only,-,2011,2010,-,£0,"£1,178",0,No
1,National Army Museum,Ministry of Defence,Executive NDPB,Retain,0,No,"To gather, maintain and make known the story of the British Army and its role and impact in world history. To provide a museum experience that meets the widest range of public need and connects the British public with its Army.",Established 1960.,"Royal Hospital Road, London,  SW3 4HT",020 7730 0717,INFO@NAM.AC.UK,www.nam.ac.uk,General Sir Jack Deverell KCB OBE,£0,Mrs Janice Murray,"95,000",No,Yes,Yes,PHSO,2011-12,2009,NAO,"£5,753,900","£6,821,834",57,No
1,National Employer Advisory Board,Ministry of Defence,Advisory NDPB,Retain,0,No,"NEAB exists to provide informed but independent strategic advice to the Secretary of State for Defence and the MOD about how the MOD can most effectively gain and maintain the support of the employers of Britain's Reserve Forces.  The Board shall not exceed 15 members, and include representatives from the CBI, the TUC, the Institute of Directors and the British Chambers of Commerce. The Board should provide wide geographical coverage of the UK and a broad representation between manufacturing and service industries, large and small companies and public sector.",Established 2002 (NEAB is the successor to the National Employers' Liaison Committee).,"The National Employers Advisory Board, Floor 6, Zone D, MOD Main Building, Whitehall, London, SW1A 2HB.",020 7807 0326,charlie.anderson652@mod.uk,-,Mr R Boggis-Rolfe,£0,Secretariat support provided by MOD,Military Officer,No,No,No,PHSO,2009,Triennial Review due 2012/13.,-,£0,£0,0,Yes
1,National Museum of the Royal Navy,Ministry of Defence,Executive NDPB,Retain,0,No,"The goal of the Museum is to promote public understanding of the Royal Navy and its constituent branches, past, present and future",Established 2008.,"HM Naval Base, (PP66) Portsmouth, PO1 3NH",02392 727562,graham.dobbin@nmrn.org.uk,www.nmrn.org.uk,Admiral Sir Jonathon Band GCB,£0,Professor Dominic Tweddle,"£95,000",No,On request,Yes,PHSO,2011-12,2010/11,NAO,"£3,248,678","£6,210,557",25,No
1,Nuclear Research Advisory Council,Ministry of Defence,Advisory NDPB,Retain,0,No,"The Nuclear Research Advisory Council is charged with reviewing the Atomic Weapons Establishment nuclear warhead capability sustainment programme, including the requirement for above ground experiments and other facilities and techniques necessary to develop and maintain a UK nuclear weapon capability in the absence of underground testing. The Council also examines the Atomic Weapons Establishment’s programme of international collaboration.",Established 2001.,"1.L.14, MOD Main Building, Whitehall, London, SW1A 2HB",020 7218 3821,DST-StratTechNWTSCB@mod.uk,-,Professor R Cashmore,£315 per day ,N/A,Civil Servant,No,No,No,PHSO,2011,2010,-,£0,£0,0,Yes
1,Review Board for Government Contracts,Ministry of Defence,Advisory NDPB,Retain,0,Yes,"Under an agreement between the UK Government and the Confederation of British Industry, first made in 1968, a Government Profit Formula and Associated Arrangements (GPF AA) exists to give contractors engaged on non-competitive government work a fair return.  The Board exists to make recommendations in respect of the GPF; to prescribe the Government Accounting Conventions for use in determining overhead costs; to resolve references to the Review Board by either MOD or Industry and to publish Reviews on the GPF (known colloquially as the ""Yellow Book"").
",Established 1969.,"Deloitte LLP, Athene Place, 66 Shoe Lane, London, EC4A 3BQ",020 7007 1512 ,-,-,John Price,"£11,750",-,-,No,No,No,-,2012,-,-,"Annual Reviews approx £150k (two out of every 3 years)
General Reviews approx £300k (once every 3 years)",£0,1,Yes
1,Royal Air Force Museum,Ministry of Defence,Executive NDPB,Retain,0,No,"The RAF Museum's objective is to promote public understanding of the history and traditions of the Royal Air Force by collecting, preserving and exhibiting artefacts and materials.",Established 1963.,"Grahame Park Way, Hendon, London, NW9 5LL",020 8205 2266,london@rafmuseum.org,www.rafmuseum.org.uk,ACM Sir John Day KCB OBE,£0,Mr Peter Dye,"£90,000 - £95,000",No,On request,Yes,PHSO,2011-12,2011/12,NAO,"£7,741,000","£11,668,602",177,Yes
1,Science Advisory Committee on the Medical Implications of Less-Lethal Weapons,Ministry of Defence,Advisory NDPB,Retain,0,No,"To provide advice on the biophysical, biomechanical, pathological and clinical aspects of generic classes of less-lethal weapon systems",Established 2009.,"HQ Surgeon General, Floor 6 Zone E, MOD Main Building, Whitehall, London, SW1A 2HB",020 7807 0464,david.holdridge114@mod.uk,-,Prof R J Flower FRS,£465 per day,Mr David Holdridge,Civil Servant,No,No,Yes,PHSO,-,-,-,"£30,000",£0,0,Yes
13,Veterans Advisory and Pensions Committees (x 13),Ministry of Defence,Advisory NDPB,Retain,13,No,VAPC play a central role in promoting the interests & welfare of veterans by: raising awareness of schemes administered by Service Personnel & Veterans Agency; Welfare Pathways; advising & signposting veterans; and providing a consultative body able to engage with the MOD.,Established 1921.  Formerly known as War Pensions Committees.,"VAPC Focal Point, SPVA Room 6406, Norcross, Lancashire FY5 3WP",0800 169 2277,veterans.help@spva.gsi.gov.uk,www.veterans-uk.info,Multiple (13),£0,Central support provided by VAPC Focal Point at SPVA,Civil Servant,No,Yes,No,No,2011,Triennial Review 2011/12.,-,"£28,000",£0,0,Yes
1,Administrative Justice and Tribunals Council,Ministry of Justice,Advisory NDPB,No longer an NDPB,0,No,"The Administrative Justice and Tribunals Council keeps under review the administrative justice system as a whole with a view to making it accessible, fair and efficient.  It seeks to ensure that the relationship between the courts, tribunals, ombudsmen and alternative dispute resolution providers satisfactorily reflect the needs of users.","Established by the Tribunals, Courts and Enforcement Act 2007 as the successor body to the Council on Tribunals with effect from 1 November 2007, it absorbed the former body’s oversight of Tribunals and Inquiries while adding the extended remit of administrative justice as a whole. The Council includes a Scottish Committee, chaired by Richard Henderson (£28,026), and a Welsh Committee, chaired by Professor Sir Adrian Webb (£28,026).","81 Chancery Lane, London, WC2A 1BQ",020 7855 5200,enquiries@ajtc.gsi.gov.uk,www.justice.gov.uk/about/administrative-justice-and-tribunals-council,Richard Thomas CBE,"£56,051",Civil Servant Chief Executive,Civil Servant,No,No,Yes,No,2010-11,2003/04,-,"£857,000",-,7,Yes
47,Advisory Committee on Justices of the Peace (x47),Ministry of Justice,Advisory NDPB,Merge,47,No,"To recruit, select and recommend to the Lord Chancellor and the Lord Chief Justice candidates with the necessary qualities for appointment as Justices of the Peace in England and Wales.",Established circa 1970s.  101 Committees were reorganised to 47 following a review in 2010.  Sponsorship has been the responsibility of HM Courts & Tribunal Service since 1 April 2006.  Though there are 47 chairs (one for each committee) some committees also have a deputy chair and some have sub-committee chairs - hence the total number of appointments is given as 60.,"Magistrates HR Team, Judicial Office, 10th Floor, Thomas More Building, Royal Courts of Justice, Strand, London WC2A 2LL ",020 7073 4778,jahan.noorrahman@judiciary.gsi.gov.uk,-,Multiple,£0,Justices' Clerks act as secretaries to the Advisory Committee,Civil Servants,No,No,Yes,No,-,1997,-, Costs incurred come from within HM Courts Service expenditure.,-,0,Yes
1,Advisory Council on National Records and Archives,Ministry of Justice,Advisory NDPB,Retain,0,No,To advise the Lord Chancellor on matters relating to records and archives in the UK and in particular in England and Wales especially access to historical records and the preservation of records and manuscripts.,"Established 2003.  The Advisory Council on National Records and Archives'  costs are budgeted through The National Archives.  Lord Dyson took up post as Master of the Rolls on 1st October, succeeding The Lord Neuberger of Abbotsbury.  ","The National Archives, Chief Executive’s Office, Kew, Richmond, Surrey, TW9 4DU ",020 8392 5377,advisorycouncilsecretary@nationalarchives.gsi.gov.uk,www.nationalarchives.gov.uk/advisorycouncil ,Master of the Rolls - Lord Dyson,£0,Civil Service Secretariat ,Civil Servant,No,Yes,Yes,PHSO,2011-12,1998,-,"£5,980",-,0 (secretariat is employed by The National Archives),Yes
1,Advisory Panel on Public Sector Information,Ministry of Justice,Advisory NDPB,Retain,0,No,To advise Ministers on how to encourage and create opportunities in the information industry for greater re-use of public sector information; to advise on changes and opportunities in the information industry; to review and consider complaints under the Re-use of Public Sector Information Regulations 2005 and advise on the impact of the complaints procedures under those regulations. ,Established 2003.  The Advisory Panel on Public Sector Information's costs are budgeted through The National Archives.,"The National Archives, Chief Executive’s Office, Kew, Richmond, Surrey, TW9 4DU ",020 8392 5377,secretariat@appsi.gsi.gov.uk ,www.appsi.gov.uk,Professor David Rhind CBE,"£4,000",Civil Servant Secretariat,Civil Servant,No,Yes ,Yes,PHSO,-,-,-,"£13,547",-,0 (secretariat is employed by The National Archives),Yes
1,Civil Justice Council,Ministry of Justice,Advisory NDPB,Retain,0,No,"The Civil Justice Council has a statutory duty under the Civil Procedure Act 1997 to keep the civil justice system under review; consider how to make the civil justice system more accessible, fair and efficient; advise the Lord Chancellor and the Judiciary on the development of the civil justice system; refer proposals for change in the civil justice system to the Lord Chancellor and the Civil Procedure Committee; and make proposals for research. ","Established under the Civil Procedure Act 1997. Of the non-ministerial appointments, the Chair, the Deputy Chair and three of the members are judicial appointments (these three appointments were vacant until October 2012).","Royal Courts of Justice, London, WC2A 2LL",020 7947 6670,cjc@judiciary.gsi.gov.uk,www.judiciary.gov.uk/about-the-judiciary/advisory-bodies/cjc,Lord Neuberger of Abbotsbury,£0,Peter Farr,Civil Servant,Yes,Yes,Yes,-,2010,2008,-,"£148,000",-,2,Yes
1,Civil Procedure Rule Committee,Ministry of Justice,Advisory NDPB,Retain,0,No,"The Civil Procedure Rule Committee was created by virtue of Section 2 of the Civil Procedure Act 1997 (as amended by section 83 of the Courts Act 2003) to make rules of court for the Civil Division of the Court of Appeal, the High Court and the county courts.",Established 1998.,"4th Floor, 102 Petty France, London, SW1H 9AJ",020 3334 3184,Jane.wright@justice.gsi.gov.uk,www.justice.gov.uk/about/moj/advisory-groups/civil-procedure-rule-committee,Master of the Rolls - Lord Dyson,£0,Jane Wright,Civil Servant,Yes,Available on application,Yes,-,2011,-,-,-,-,0,Yes
19,Courts Boards,Ministry of Justice,Advisory NDPB,No longer an NDPB,19,No,"The Courts Boards worked in partnership with HM Courts Service (now HM Courts and Tribunals Service) to achieve effective and efficient administration of the courts. The Boards did not manage or administer the courts themselves, but give advice and recommendations to foster improvement in the administrative services provided.",Abolished on 2 May 2012.,"Sponsorship Team, 1st Floor, 102 Petty France, London SW1H 9AJ",020 3334 3008,nilou.raman@hmcts.gsi.gov.uk,-,Multiple,"£2,000",-,-,-,-,-,-,-,2010,-,-,-,-,Yes
1,Criminal Cases Review Commission,Ministry of Justice,Executive NDPB,Retain,0,No,"To review possible miscarriages of justice in the criminal courts of England, Wales and to refer appropriate cases to the appeal courts.",Established 1997.  Chief Executive was Claire Bassett until 31 March 2012.  The CCRC is due to be reviewed in 2012/13.,"5 St Philip's Place, Birmingham, B3 2PW",0121 233 1473,info@ccrc.gov.uk,www.justice.gov.uk/about/criminal-cases-review-commission,Mr Richard Foster CBE,"£100,000-£105,000",Miss Karen Kneller (Acting),"£85,000",No,No,Yes,-,2011-12,Triennial Review due 2012/13.,NAO,"£5,301,000","£6,050,000",74,Yes
1,Criminal Injuries Compensation Authority,Ministry of Justice,Executive NDPB,Retain,0,No,A government organisation that can pay money (compensation) to people who have been physically or mentally injured because they were the blameless victim of a violent crime.,Established 1996.  There are no public appointments.  The CICA is due to be reviewed in 2012/13.,"Tay House, 300 Bath Street, Glasgow, G2 4LN",0300 003 3601,-,www.justice.gov.uk/about/criminal-injuries-compensation-authority,-,-,Carole Oatway,Civil Servant,No,Yes,Yes,PHSO,2011-12,Triennial Review due 2012/13.,NAO,"£455,500,000","£214,405,000",349,Yes
1,Criminal Procedure Rule Committee,Ministry of Justice,Advisory NDPB,Retain,0,No,To streamline and modernise the practice and procedure to be followed in the criminal trials of England and Wales (section 69 of the Courts Act 2003 refers.) The membership reflects the key participants in the conduct of a criminal case.  The Criminal Procedure Rule Committee consults widely before making new rules.,Established 2004.  The first Criminal Procedure Rules were made in 2005 and the first consolidated Criminal Procedure Rules were made in 2010.,"Secretariat to the Criminal Procedure Rule Committee, 7th Floor 102 Petty France, London, SW1H 9AJ",0203 334 4031 \ 4032,"CriminalProcedureRuleEnquiries@justice.gsi.gov.uk
","www.justice.gov.uk/about/moj/advisory-groups/criminal-procedure-rule-committee
","The Rt. Hon. Lord Judge, the Lord Chief Justice of England and Wales ",£0,Jonathan Solly,Civil Servant,Yes,Yes - on request,Yes,-,-,-,-,-,-,0,Yes
1,Crown Court Rule Committee,Ministry of Justice,Advisory NDPB,No longer an NDPB,0,No,"The Crown Court Rule Committee made rules of practice and procedure, under the Supreme Court Act 1981, for the small number of non-criminal matters dealt with in the Crown Court.",Abolished on 17 September 2012,"2nd Floor, 102 Petty France, London, SW1H 9AJ",0203 334 6292,caroline.grabazs@hmcts.gsi.gov.uk,-,"The Rt. Hon. Lord Judge, the Lord Chief Justice of England and Wales",£0,-,Civil Servant,No,No,Yes,-,2008,2010,-,-,-,0,Yes
1,Family Justice Council,Ministry of Justice,Advisory NDPB,Retain,0,No,"The Family Justice Council aims to facilitate the delivery of better and quicker outcomes for families and children who use the family justice system. The Council's primary role is to promote an inter-disciplinary approach to family justice, and through consultation and research, to monitor how effectively the system both as a whole and through its component parts delivers the service the Government and the public need and to advise on reforms necessary for continuous improvement.",Established 2004.  The FJC Secretariat became part of the President of the Family Division's Private Office in August 2012.,"Royal Courts of Justice, London, WC2A 2LL",020 7947 7333,fjc@justice.gsi.gov.uk,www.judiciary.gov.uk/about-the-judiciary/advisory-bodies/fjc,"Sir Nicholas Wall, President of the Family Division",£0,Alex Clark,Civil Servant,Yes,Yes,Yes,-,2010-11,2011,-,"£181,000",-,4,Yes
1,Family Procedure Rule Committee,Ministry of Justice,Advisory NDPB,Retain,0,No,"The Family Procedure Rule Committee will seek to produce a single, coherent and simply expressed set of rules governing practice and procedure in family proceedings in the High Court, county courts and magistrate’s courts. Before making such rules the committee will consult as it thinks appropriate.",Established 2004.,"4th Floor, 102 Petty France, London SW1H 9AJ",0203 334 3181,clive.buckley@justice.gsi.gov.uk,www.justice.gov.uk/about/moj/advisory-groups/family-procedure-rule-committee,The President of the Family Division,£0,Clive Buckley,Civil Servant,One open meeting per annum,Yes - on request,Yes,-,2011-12,-,-,-,-,0,Yes
1,Independent Advisory Panel on Deaths in Custody,Ministry of Justice,Advisory NDPB,Retain,0,No,"To act as the primary source of independent advice to ministers and service leaders on measures to reduce the number and rate of deaths in custody.  To consult and engage with stakeholders to collect, analyse and disseminate information about deaths in custody and the lessons that can be learned from them.  To carry out thematic enquiries into areas of concern.  To issue and monitor compliance with guidance on best practice for reducing deaths in custody.  To commission research and make recommendations to ministers for changes in policy or operational practice, which would help to reduce the incidence of death in custody.",Established 2009.,"4th Floor Clive House, 70 Petty France, London, SW1H 9EX",0300 047 5728,iapdeathsincustody@noms.gsi.gov.uk,http://iapdeathsincustody.independent.gov.uk/,Lord Toby Harris,"£15,000",Civil Servant Secretariat,Civil Servant,No,Yes,Yes,-,2012,-,-,"£126,054",-,3,Yes
144,"Independent Monitoring Boards of Prisons, Immigration Removal Centres and Short-Term Holding Rooms ",Ministry of Justice,Other NDPB,Retain,144,No,Independent Monitoring Boards are appointed by the Secretary of State under Section 6 of the Prisons Act 1952 or section 152 of the Immigration and Asylum Act 1999 as appropriate.  They act as independent ‘watchdogs’ and their duty is to satisfy themselves as to the treatment of prisoners/detainees and the administration and state of the premises.,Each Board produces its own Annual Report.,"2nd Floor, Ashley House, 2 Monck Street, London, SW1P 2BQ",020 7035 2177,imb@justice.gsi.gov.uk,www.justice.gov.uk/about/imb,Multiple,£0,-,-,No,No,No,-,2012,2001,-,"£2,549,000","£2,124,000",17,Yes
1,Information Commissioner’s Office,Ministry of Justice,Executive NDPB,Retain,0,Yes,"The Information Commissioner’s Office is the UK’s independent authority set up to uphold information rights in the public interest, promoting openness by public bodies and data privacy for individuals.",Established as the Data Protection Registrar by the Data Protection Act 1984 and renamed Information Commissioner 2001 in accordance with the Freedom of Information Act 2000.  Receives grant-in-aid from the Ministry of Justice for its Freedom of Information activities. Data Protection is funded by notification fees received from individuals and organisations that process personal data.,"Wycliffe House, Water Lane, Wilmslow, Cheshire, SK9 5AF ",0303 123 1113,informationgovernance@ico.gsi.gov.uk,www.ico.gov.uk,-,-,Christopher Graham (Information Commissioner),"£140,000-£145,000",No,Yes,Yes,PHSO,2011-12,-,NAO,"£4,500,000","£20,220,000",330,Yes
